Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Alwang J., Sabry S., Shideed K., Swelam A., Halila H.","6701765380;59851251200;36145534400;55275112100;57201973908;","Economic and food security benefits associated with raised-bed wheat production in Egypt",2018,"Food Security","10","3",,"589","601",,25,"10.1007/s12571-018-0794-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046652512&doi=10.1007%2fs12571-018-0794-3&partnerID=40&md5=ada15b1ccf4809fc409a0482eb50473c","Benefits; Food security; Research for development; Technical change; Wheat productivity","adaptive management; cost-benefit analysis; crop improvement; crop production; crop yield; economic conditions; food security; research and development; technological change; wheat; Egypt; West Asia; Triticum aestivum",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85046652512
"Ren D., Yang Y., Yang Y., Richards K., Zhou X.","56342594600;35270436100;36465840700;35580526300;34869016600;","Land-Water-Food Nexus and indications of crop adjustment for water shortage solution",2018,"Science of the Total Environment","626",,,"11","21",,95,"10.1016/j.scitotenv.2018.01.071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040311775&doi=10.1016%2fj.scitotenv.2018.01.071&partnerID=40&md5=5bc7aeca60ebed50513fb503b8c51cd9","MRIO model; North China; Virtual water trade; Water shortage solution; Wheat and maize","Agriculture; Crops; Cultivation; Food supply; Grain (agricultural product); Groundwater; Population statistics; Virtual addresses; Water resources; Water supply; Agricultural productions; Agricultural water use; Beijing-tianjin-hebei regions; High population density; North China; Virtual water trade; Water shortages; Wheat and maize; Produced Water; crop production; cropping practice; maize; water supply; water use; wheat; Article; China; crop adjustment; crop production; cropland; decision support system; environmental management; environmental monitoring; environmental parameters; evapotranspiration; food intake; geographic distribution; Land Water Food Nexus; maize; mathematical analysis; mathematical model; priority journal; tillage; water shortage solution; wheat; Beijing [China]; China; Hebei; Shandong; Tianjin; Triticum aestivum; Zea mays",Article,"Final","",Scopus,2-s2.0-85040311775
"Rahman S., Chima C.D.","7402514511;57191487448;","Food energy availability from agriculture at the farm-level in southeastern Nigeria: Level, composition and determinants",2018,"Agriculture (Switzerland)","8","5","69","","",,3,"10.3390/agriculture8050069","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048291415&doi=10.3390%2fagriculture8050069&partnerID=40&md5=af2550e56d3fd1e2411051678292e1f9","Cassava; Farm-size; Food energy availability; Multiple regression; Southeastern Nigeria; Yam and rice",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85048291415
"Mottaleb K.A., Singh P.K., Sonder K., Kruseman G., Tiwari T.P., Barma N.C.D., Malaker P.K., Braun H.-J., Erenstein O.","53664229100;56760507500;26531705200;57200546771;7004551693;53979378200;6504799672;24542747900;14022746600;","Threat of wheat blast to South Asia’s food security: An ex-ante analysis",2018,"PLoS ONE","13","5","e0197555","","",,73,"10.1371/journal.pone.0197555","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047433252&doi=10.1371%2fjournal.pone.0197555&partnerID=40&md5=59f9515fa9294ace54316a18b468345f",,"agriculture; Article; Bangladesh; climate; economic aspect; environmental impact assessment; food intake; food safety; food security; fungal plant disease; grain yield; India; life threat; Magnaporthe oryzae; nonhuman; Pakistan; prospective study; South Asia; vulnerable population; wheat blast disease; catering service; climate change; food grain; human; Magnaporthe; microbiology; pathogenicity; plant disease; prevention and control; wheat; Bangladesh; Climate Change; Edible Grain; Food Supply; Humans; India; Magnaporthe; Pakistan; Plant Diseases; Triticum",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85047433252
"Inocencio A., Barker R.","6507903392;15838709100;","Current challenges in agricultural water resource development and management in the Philippines",2018,"DLSU Business and Economics Review","28","Special issue",,"1","17",,11,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055560030&partnerID=40&md5=ef0c5233482a70c4053e8cd69b403e8c","Irrigation investment; Operation and maintenance; Planning and design",,Article,"Final","",Scopus,2-s2.0-85055560030
"Debnath D., Babu S., Ghosh P., Helmar M.","56043026000;26642893500;58727234500;24404768300;","The impact of India's food security policy on domestic and international rice market",2018,"Journal of Policy Modeling","40","2",,"265","283",,29,"10.1016/j.jpolmod.2017.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032365504&doi=10.1016%2fj.jpolmod.2017.08.006&partnerID=40&md5=d4cc5509de250b5713fee9ffa4240613","Food policy; India rice model; National Food Security Act; Price effect, Inelastic and elastic income effect; Rice exports",,Article,"Final","",Scopus,2-s2.0-85032365504
"Veninga W., Ihle R.","56610289300;36166946500;","Import vulnerability in the Middle East: effects of the Arab spring on Egyptian wheat trade",2018,"Food Security","10","1",,"183","194",,23,"10.1007/s12571-017-0755-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042412578&doi=10.1007%2fs12571-017-0755-2&partnerID=40&md5=804163c67debf55d21e6efbb1bcab08f","Arab spring; Food insecurity; Mena; Trade shock; Violent conflict; Wheat","demand analysis; economic activity; export; food security; global trade; import; political instability; political violence; social conflict; subsidy system; United Nations; vulnerability; wheat; Egypt; Middle East; Triticum aestivum",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85042412578
"Asseng S., Kheir A.M.S., Kassie B.T., Hoogenboom G., Abdelaal A.I.N., Haman D.Z., Ruane A.C.","6603665635;57197744662;55937269900;7004536477;57203843007;6701324706;16313657100;","Can Egypt become self-sufficient in wheat?",2018,"Environmental Research Letters","13","9","094012","","",,89,"10.1088/1748-9326/aada50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053163572&doi=10.1088%2f1748-9326%2faada50&partnerID=40&md5=cbc7f36096c67a905ef289cee5f9a9ef","Adaptation; Climate change impact; Food security; Water demand; Wheat","Climate models; Crops; Food supply; Irrigation; Population statistics; Adaptation; Climate change impact; Food security; Water demand; Wheat; Climate change; agricultural production; climate change; climate effect; crop yield; demand analysis; food security; irrigation system; leaching; population growth; wheat; Egypt; Triticum aestivum",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85053163572
"Qian J., Ito S., Mu Y., Zhao Z., Wang X.","55886522500;56477821500;24725313400;57195237772;55576772000;","The role of subsidy policies in achieving grain self-sufficiency in china: A partial equilibrium approach",2018,"Agricultural Economics (Czech Republic)","64","1",,"23","35",,17,"10.17221/167/2016-AGRICECON","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040944247&doi=10.17221%2f167%2f2016-AGRICECON&partnerID=40&md5=759955ccc910e84e8ee4947ad098a1e8","Equilibrium model; Food security; Impact of subsidy; Simulation; Supply and demand",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85040944247
"HUANG J.-K., WEI W., CUI Q., XIE W.","55544120700;57697901600;57192955587;35212707700;","The prospects for China's food security and imports: Will China starve the world via imports?",2017,"Journal of Integrative Agriculture","16","12",,"2933","2944",,164,"10.1016/S2095-3119(17)61756-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037843731&doi=10.1016%2fS2095-3119%2817%2961756-8&partnerID=40&md5=b0e4efb5da19ce822be37f146b8b4415","China; food security; food supply; global; import",,Review,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85037843731
"Guilpart N., Grassini P., Van Wart J., Yang H., Van Ittersum M.K., Van Bussel L.G.J., Wolf J., Claessens L., Leenaars J.G.B., Cassman K.G.","55037430700;15839466900;55633320700;8624356100;56580453600;36022156800;60081955800;55919932400;37102074200;7003725994;","Rooting for food security in Sub-Saharan Africa",2017,"Environmental Research Letters","12","11","114036","","",,29,"10.1088/1748-9326/aa9003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036458459&doi=10.1088%2f1748-9326%2faa9003&partnerID=40&md5=9d2f641f160ebffd878d4ca9b9a6a1ac","food security; maize; soil depth; sub-saharan Africa; water requirements; yield gap","Biodiversity; Crops; Food processing; Food supply; Grain (agricultural product); Rain; Food security; maize; Soil depth; Sub-saharan africa; Water requirements; yield gap; Soils; biodiversity; crop plant; crop yield; food security; maize; rainfall; resource use; rhizosphere; rooting; soil depth; water budget; yield response; Argentina; Corn Belt; Pampas; Sub-Saharan Africa; United States; Zea mays",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85036458459
"Villoria N.B., Mghenyi E.W.","34168429700;36167176900;","The impacts of India's food security policies on South Asian wheat and rice markets",2017,"World Bank Economic Review","31","3",,"730","746",,7,"10.1093/wber/lhw002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032015472&doi=10.1093%2fwber%2flhw002&partnerID=40&md5=ba75f167091bef75e16d552a69fa3aae",,"export; food market; food policy; food security; import; pricing policy; rice; trade policy; wheat; India; Pakistan; South Asia; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-85032015472
"Hao N., Pedroni P., Colson G., Wetzstein M.","56548380800;7004097814;37094607400;6701478856;","The linkage between the U.S. ethanol market and developing countries’ maize prices: a panel SVAR analysis",2017,"Agricultural Economics (United Kingdom)","48","5",,"629","638",,23,"10.1111/agec.12362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021149570&doi=10.1111%2fagec.12362&partnerID=40&md5=c348e2b1a2b753a7e882e1fff7ee9b5e","Ethanol; Food security; Maize; Panel structural vector autoregression; World hunger","agricultural economics; developing world; econometrics; ethanol; food aid; food market; food security; maize; panel data; risk assessment; vector autoregression; United States; Zea mays",Article,"Final","",Scopus,2-s2.0-85021149570
"Haggblade S., Me-Nsope N.M., Staatz J.M.","6603234885;57195056723;6507397733;","Food security implications of staple food substitution in Sahelian West Africa",2017,"Food Policy","71",,,"27","38",,35,"10.1016/j.foodpol.2017.06.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025071924&doi=10.1016%2fj.foodpol.2017.06.003&partnerID=40&md5=d1c5245df2d61408e9f430880da5ce13","Elasticities; Food security shocks; Multimarket simulation model; Sahelian West Africa; Staple food demand; Urban/rural poor and nonpoor","agricultural trade; demand analysis; food market; food production; food security; food supplementation; food supply; low income population; Sahel [Sub-Saharan Africa]; West Africa; Gari; Manihot esculenta; Zea mays",Article,"Final","",Scopus,2-s2.0-85025071924
"Zaini N.H., Hasan W.H.W., Talib A.N., Ismail S.","57193141287;57200083091;57200083711;56131323900;","Food insecurity: The affects of socioeconomic and food consumption",2017,"International Journal of Applied Business and Economic Research","15","21",,"327","332",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039172298&partnerID=40&md5=22a0446cb5f8003d0b7b4dccbdda8c8b","Food consumption; Food Crisis; Food Insecurity; Food Security; Socioeconomic",,Article,"Final","",Scopus,2-s2.0-85039172298
"Enghiad A., Ufer D., Countryman A.M., Thilmany D.D.","57194971897;57194975902;57190044836;57203446148;","An Overview of Global Wheat Market Fundamentals in an Era of Climate Concerns",2017,"International Journal of Agronomy","2017",,"3931897","","",,96,"10.1155/2017/3931897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024501968&doi=10.1155%2f2017%2f3931897&partnerID=40&md5=b854247b7b891b2c4afd7b7a106d8d80",,,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85024501968
"Zhang Q., Sun Z., Wu F., Deng X.","57189233686;55960612200;57189375819;7401769047;","Understanding rural restructuring in China: The impact of changes in labor and capital productivity on domestic agricultural production and trade",2016,"Journal of Rural Studies","47",,,"552","562",,42,"10.1016/j.jrurstud.2016.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84970016180&doi=10.1016%2fj.jrurstud.2016.05.001&partnerID=40&md5=6e917931d33130ba59165e0857c14177","Capital productivity; Domestic trade; Import and export volume; Labor productivity; TERM","agricultural production; capital; export; import; labor productivity; rural economy; trade; China; Henan; Shandong; Triticum aestivum",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-84970016180
"Fang A.H.","55372047700;","Linkage between Rural Voters and Politicians: Effects on Rice Policies in the Philippines and Thailand",2016,"Asia and the Pacific Policy Studies","3","3",,"505","517",,4,"10.1002/app5.150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032819942&doi=10.1002%2fapp5.150&partnerID=40&md5=8ed13ec3f04b6adb50ac973dc77bd22e","Food security; Patronage; Philippines; Political institutions; Thailand",,Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85032819942
"Yu Y., Feng K., Hubacek K., Sun L.","59825857800;35169268500;55802235200;15821588400;","Global Implications of China's Future Food Consumption",2016,"Journal of Industrial Ecology","20","3",,"593","602",,70,"10.1111/jiec.12392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954284995&doi=10.1111%2fjiec.12392&partnerID=40&md5=e137f78945982bad2bf95f4c4420e6bb","consumption patterns; embodied land in trade; food security; global multiregion input-output (MRIO) model; industrial ecology; teleconnections","Economic analysis; Economics; Food supply; Grain (agricultural product); Land use; Natural resources; Population statistics; Supply chains; Urban growth; Consumption patterns; Food security; Industrial ecology; Input-output; Teleconnections; Oils and fats; agricultural land; cereal; consumption behavior; demand analysis; economic growth; food availability; food consumption; food security; industrial ecology; land use; natural resource; numerical model; population growth; soybean; teleconnection; urbanization; Africa; Argentina; Brazil; China; Thailand; United States; Glycine max",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84954284995
"Araujo Enciso S.R., Fellmann T., Pérez Dominguez I., Santini F.","57120207100;24831806300;26431610500;56239125100;","Abolishing biofuel policies: Possible impacts on agricultural price levels, price variability and global food security",2016,"Food Policy","61",,,"9","26",,45,"10.1016/j.foodpol.2016.01.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958240042&doi=10.1016%2fj.foodpol.2016.01.007&partnerID=40&md5=88b35f60de066ed783bdc21c7757f0ea","Agricultural markets; Biofuels; Food security; Policy; Price level; Price variability","agricultural price; biofuel; crop production; food security; price dynamics; Triticum aestivum",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-84958240042
"Hosoe N.","55936781200;","The double dividend of agricultural trade liberalization: Consistency between national food security and gains from trade",2016,"Journal of Asian Economics","43",,,"27","36",,8,"10.1016/j.asieco.2016.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961119334&doi=10.1016%2fj.asieco.2016.02.001&partnerID=40&md5=6f47b3ccc6450cf5fc0f93769f5c9bad","Agricultural trade liberalization; Computable general equilibrium analysis; Monte Carlo simulation; National food security; Productivity shocks",,Article,"Final","",Scopus,2-s2.0-84961119334
"Arfanuzzaman Md., Ahmad Q.K.","57189095885;7004013750;","Assessing the regional food insecurity in Bangladesh due to irrigation water shortage in the Teesta catchment area",2016,"Water Policy","18","2",,"304","317",,6,"10.2166/wp.2015.072","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84965175267&doi=10.2166%2fwp.2015.072&partnerID=40&md5=7774ab38687723858024dc0208eb5d44","Cost of irrigation failure; Food insecurity; Irrigation water; Teesta catchment area; Transboundary river",,Article,"Final","",Scopus,2-s2.0-84965175267
"Bren D'Amour C., Wenz L., Kalkuhl M., Christoph Steckel J., Creutzig F.","57188625365;56422119800;36646251800;35759880900;23995215600;","Teleconnected food supply shocks",2016,"Environmental Research Letters","11","3","035007","","",,172,"10.1088/1748-9326/11/3/035007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961878043&doi=10.1088%2f1748-9326%2f11%2f3%2f035007&partnerID=40&md5=773f6730b6d4f99541b3809e0e5f25c0","climate change; food security; teleconnections; trade shocks; vulnerability","Commerce; Food supply; Nutrition; Productivity; Agricultural productivity; Export restrictions; Food security; Geopolitical implications; Sub-saharan africa; Teleconnections; Temperature variability; vulnerability; Climate change; climate change; export; food security; food supply; import; international trade; maize; poverty; productivity; rice; teleconnection; trade-environment relations; vulnerability; wheat; Central America; Russian Federation; Sub-Saharan Africa; Triticum aestivum; Zea mays",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84961878043
"Schmitz A., Kennedy P.L.","36004395200;24729063300;","Food security and the role of food storage",2016,"Frontiers of Economics and Globalization","16",,,"1","17",,8,"10.1108/S1574-871520150000016001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954311219&doi=10.1108%2fS1574-871520150000016001&partnerID=40&md5=014e6815fe04edd3a8ea8098feca25cd","Export enhancement program; Food security; Food storage",,Article,"Final","",Scopus,2-s2.0-84954311219
"Phungpracha E., Kansuntisukmongkon K., Panya O.","57192166197;57192154460;6507402607;","Traditional ecological knowledge in Thailand: Mechanisms and contributions to food security",2016,"Kasetsart Journal of Social Sciences","37","2",,"82","87",,35,"10.1016/j.kjss.2015.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84998591780&doi=10.1016%2fj.kjss.2015.07.001&partnerID=40&md5=0ee3be28e48b1aa61e40ccc0e54bbfe3","community-based natural resources; food acquisition; food security; traditional ecological knowledge",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84998591780
"Nasrin S., Lodin J.B., Jirström M., Holmquist B., Djurfeldt A.A., Djurfeldt G.","55962171400;56433376300;6507382219;7007161922;55326377500;6602656779;","Drivers of rice production: Evidence from five Sub-Saharan African countries",2015,"Agriculture and Food Security","4","1","12","","",,29,"10.1186/s40066-015-0032-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006038107&doi=10.1186%2fs40066-015-0032-6&partnerID=40&md5=bcee4b362935c8be1e3cddb5078609e7","Africa; Change in production; Commercialization; Longitudinal data; Macro-level conditions; Multilevel data; New technology; Rice consumption; Rice production",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85006038107
"Trigo Y.C.M., Rodarte B.O.A., Hernández L.A.","6507065203;57164756100;57164329500;","Biofuelsl: Socio-environmental violence in rural Mexico",2015,"Latin American Perspectives","42","5",,"67","82",,5,"10.1177/0094582X15594398","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960474251&doi=10.1177%2f0094582X15594398&partnerID=40&md5=ef5e6f84bfa9a452c5216181e2d99b0e","Accumulation; Biofuels; Dispossession; Food sovereignty; Socio-environmental violence","biofuel; food security; import; indigenous population; maize; natural resource; rural economy; sovereignty; trade; violence; Mexico [North America]; United States; Zea mays",Article,"Final","",Scopus,2-s2.0-84960474251
"Ringler C., Zhu T.","6603403564;8860028600;","Water resources and food security",2015,"Agronomy Journal","107","4",,"1533","1538",,33,"10.2134/agronj14.0256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935522915&doi=10.2134%2fagronj14.0256&partnerID=40&md5=cc36dfa229256b25f6e3d64f437d90f6",,"Glycine max; Oryza sativa; Saccharum officinarum; Triticum aestivum; Zea mays",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-84935522915
"Adhikari U., Nejadhashemi A.P., Woznicki S.A.","55635878100;6504453135;36657880700;","Climate change and eastern Africa: A review of impact on major crops",2015,"Food and Energy Security","4","2",,"110","132",,450,"10.1002/fes3.61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961240788&doi=10.1002%2ffes3.61&partnerID=40&md5=20ef266cfabfd3338933876425c31938","Agriculture; East Africa; Feed the future; Food security",,Review,"Final","All Open Access, Gold",Scopus,2-s2.0-84961240788
"Shamsudin M.N., Ramli N.N., Radam A., Mohamed Z.","21234392000;56414409400;6504384717;26657589400;","The impact of fertiliser subsidy and new variety of paddy on Malaysian paddy/rice industry",2015,"Pertanika Journal of Social Sciences and Humanities","23",,,"1","10",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938063242&partnerID=40&md5=2e0d90fd0abae67e136aec8c6e4bda7a","Fertilizer; Paddy/rice; Policies; Simulation; System dynamics; Yield",,Article,"Final","",Scopus,2-s2.0-84938063242
"Mingorría S., Gamboa G., Martín-López B., Corbera E.","36473712500;15131615700;23028283000;6504679561;","The oil palm boom: Socio-economic implications for Q'eqchi' households in the Polochic valley, Guatemala",2014,"Environment, Development and Sustainability","16","4",,"841","871",,62,"10.1007/s10668-014-9530-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903556404&doi=10.1007%2fs10668-014-9530-0&partnerID=40&md5=b0cde6810bf7789d81599cd187b33b02","Gender; Guatemala; Indigenous communities; Palm oil; Societal metabolism; Well-being indicators","crop production; cultivation; development strategy; export; food security; household survey; income; maize; oil; plantation; rural development; socioeconomic impact; subsistence agriculture; Guatemala [Central America]; Guatemala [Guatemala (NTN)]; Elaeis; Elaeis guineensis; Zea mays",Article,"Final","",Scopus,2-s2.0-84903556404
"Gbegbelegbe S., Chung U., Shiferaw B., Msangi S., Tesfaye K.","56255374400;7006254021;6701330678;10045915100;6508224672;","Quantifying the impact of weather extremes on global food security: A spatial bio-economic approach",2014,"Weather and Climate Extremes","4",,,"96","108",,32,"10.1016/j.wace.2014.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904745861&doi=10.1016%2fj.wace.2014.05.005&partnerID=40&md5=6d9859a71e7af1acf7d36321ce86303c","Developing world; Food security; IMPACT; Spatial bio-economic modelling; Weather extreme",,Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84904745861
"Msowoya K., Davtalab R., Madani K.","56711326400;19336810200;25960225600;","Climate Change Impacts on Rainfed Corn Production in Malawi's Lilongwe District",2014,"World Environmental and Water Resources Congress 2014: Water Without Borders - Proceedings of the 2014 World Environmental and Water Resources Congress",,,,"1580","1587",,5,"10.1061/9780784413548.156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920282266&doi=10.1061%2f9780784413548.156&partnerID=40&md5=8f9dce474ae7dd48eb68c60a0df52a86",,"Agriculture; Economics; Probability distributions; Water resources; Agricultural areas; Climate change impact; Emission scenario; Export revenues; Gross domestic products; Probability assessments; Rainfed condition; Temperature increase; Climate change",Conference Paper,"Final","",Scopus,2-s2.0-84920282266
"Chung U., Gbegbelegbe S., Shiferaw B., Robertson R., Yun J.I., Tesfaye K., Hoogenboom G., Sonder K.","7006254021;56255374400;6701330678;57381244000;7201754012;6508224672;7004536477;26531705200;","Modeling the effect of a heat wave on maize production in the USA and its implications on food security in the developing world",2014,"Weather and Climate Extremes","5","1",,"67","77",,48,"10.1016/j.wace.2014.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922418592&doi=10.1016%2fj.wace.2014.07.002&partnerID=40&md5=d13b1d2389bb03f5d7470036fde0ee82","DSSAT 4.5; Food security; Geo-spatial crop modeling; Global maize price; HPC cluster","agricultural modeling; circulation modeling; climate effect; climate variation; crop production; crop yield; developing world; food security; GIS; heat flow; maize; pricing policy; spatiotemporal analysis; trend analysis; Africa; Asia; Caribbean Islands; United States; Zea mays",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84922418592
"Yawson D.O., Adu M.O., Armah F.A., Chiroro C.","36459429000;56121716200;35483141300;56449298600;","Virtual water and Phosphorus gains through rice imports to Ghana: Implications for food security policy",2014,"International Journal of Agricultural Resources, Governance and Ecology","10","4",,"374","393",,16,"10.1504/IJARGE.2014.066257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918581162&doi=10.1504%2fIJARGE.2014.066257&partnerID=40&md5=6b01bff461c2da25856599277e83294e","Agricultural resource governance; Food security policy; Ghana; Phosphorus; Rice consumption; Virtual water","Triticum aestivum",Article,"Final","",Scopus,2-s2.0-84918581162
"Wu F., Guclu H.","55700782200;8067782700;","Global Maize Trade and Food Security: Implications from a Social Network Model",2013,"Risk Analysis","33","12",,"2168","2178",,96,"10.1111/risa.12064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889097559&doi=10.1111%2frisa.12064&partnerID=40&md5=c9872ae96fbf04d52c210dc5cb1e0b85","Food security; Global trade; Maize; Network models","Climatic factors; Ethanol production; Food security; Global trade; Industrial crops; Maize; Network models; Republic of Korea; Climate change; International trade; Social networking (online); Food supply; commodity; database; food market; food security; global trade; maize; social network; trade; Brazil; Europe; Zea mays; article; catering service; food security; global trade; maize; network models; social support; theoretical model; Food security; global trade; maize; network models; Food Supply; Models, Theoretical; Social Support; Zea mays",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84889097559
"Freedman A.","35859172700;","Rice security in Southeast Asia: Beggar thy neighbor or cooperation?",2013,"Pacific Review","26","5",,"433","454",,10,"10.1080/09512748.2013.842303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890429854&doi=10.1080%2f09512748.2013.842303&partnerID=40&md5=b16b1bcef7bc43dbd863a19defcb8369","food security; nontraditional security; rice trade; Southeast Asia","agricultural policy; agricultural production; commodity price; food security; import; rice; trade policy; trade relations; Cambodia; Indonesia; Malaysia; Philippines; Singapore [Southeast Asia]; Thailand; Viet Nam; Zea mays",Article,"Final","",Scopus,2-s2.0-84890429854
"Lunduka R., Ricker-Gilbert J., Fisher M.","55178526500;24333305100;7403500753;","What are the farm-level impacts of Malawi's farm input subsidy program? A critical review",2013,"Agricultural Economics (United Kingdom)","44","6",,"563","579",,109,"10.1111/agec.12074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888198595&doi=10.1111%2fagec.12074&partnerID=40&md5=6620eff5056eefeeee1869d219454845","Farm-level impact; Fertilizer; Input subsidy; Malawi; Q12; Q18","academic research; crop production; crop yield; maize; poverty alleviation; subsidy system; Malawi; Zea mays",Article,"Final","",Scopus,2-s2.0-84888198595
"Demont M.","35291924500;","Reversing urban bias in African rice markets: A review of 19 national rice development strategies",2013,"Global Food Security","2","3",,"172","181",,86,"10.1016/j.gfs.2013.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884207364&doi=10.1016%2fj.gfs.2013.07.001&partnerID=40&md5=69830fbfdcce6c15ed63f2c001d8dce4","Agricultural policy; Competitiveness; Food sovereignty; Quality; Standard; Value chain upgrading","Oryza glaberrima",Review,"Final","",Scopus,2-s2.0-84884207364
"Boyer J.S., Byrne P., Cassman K.G., Cooper M., Delmer D., Greene T., Gruis F., Habben J., Hausmann N., Kenny N., Lafitte R., Paszkiewicz S., Porter D., Schlegel A., Schussler J., Setter T., Shanahan J., Sharp R.E., Vyn T.J., Warner D., Gaffney J.","7402540006;7201919257;7003725994;16404595700;7003864185;59862279800;57211249310;6602426061;8763160900;57211249721;6603788060;6504083405;24598269800;7006453350;7004632617;57205008620;7006499036;7201356665;7003307490;57225836287;55844882000;","The U.S. drought of 2012 in perspective: A call to action",2013,"Global Food Security","2","3",,"139","143",,223,"10.1016/j.gfs.2013.08.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884208148&doi=10.1016%2fj.gfs.2013.08.002&partnerID=40&md5=562cc79049f2f9d05ed8d9c0460fcea7","Agronomics; Dendrochronology; Drought; Food security; Genotype; Yield","Glycine max; Triticum aestivum; Zea mays",Review,"Final","",Scopus,2-s2.0-84884208148
"Diagne M., Demont M., Seck P.A., Diaw A.","26655509500;35291924500;55931907200;55583737000;","Self-sufficiency policy and irrigated rice productivity in the Senegal River Valley",2013,"Food Security","5","1",,"55","68",,52,"10.1007/s12571-012-0229-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873498718&doi=10.1007%2fs12571-012-0229-5&partnerID=40&md5=7b1cc17cff71e2c19fb74a783e193eeb","Farm management fixed-effects; Food self-sufficiency program; Irrigated rice; Technical efficiency","agricultural policy; crop production; data set; econometrics; food security; international trade; investment; marketing; national planning; national trade; policy making; productivity; rice; state role; Senegal River; Aves",Article,"Final","",Scopus,2-s2.0-84873498718
